Gene_set,Selected,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2021,,RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978),240/1149,0.229663372,0.715656119,0,0,1.05968682,1.558948348,EHF;MYT1L;IKZF3;SOX21;SOX2;ZNF729;ZNF728;CREB3L3;ZNF727;SOX18;NKX1-2;ZNF723;TP63;PKNOX2;SOX5;HES6;EBF1;EBF2;HNF1B;BHLHA15;HNF1A;EBF4;OVOL1;OVOL3;AR;ARGFX;HOXB9;RFX6;ZNF716;ZNF835;ZSCAN23;HOXB1;HOXB7;GATA6;GATA5;TWIST1;GATA1;ZNF704;ZSCAN10;NKX2-1;HOXC4;HOXC9;ZBTB7C;HOXC6;EGR1;EGR3;EGR4;FOXF2;BCL11B;FOXF1;POU6F2;NR2F2;ST18;SOX30;DMRTC1;DMRTC2;CPHXL;MKX;ZNF257;ZNF135;MESP2;FOXE3;FOXE1;TFCP2L1;HIF3A;GLI1;HOXC11;MEOX1;GLI2;MECOM;HEY1;ZNF280A;HNF4A;HEY2;TEAD1;ZNF366;VENTX;TEAD4;BATF2;FOXD1;TCF15;ZSCAN5C;MSGN1;PAX5;HSFX3;PROX1;PAX2;NR5A2;TAL1;PAX9;ZNF239;PPARG;ZNF479;FOXC2;FOXC1;HSFY1;RELB;GSC;ZNF229;HDX;FOXB1;ARNT2;GSX1;DMRT1;CDX2;DMRT2;NR1H4;GRHL3;POU4F1;VAX2;GRHL2;POU4F3;GFI1B;NFIA;NFIB;ZNF215;ZNF578;ZNF214;ZNF334;NEUROG1;MIXL1;ZNF354C;FOXA2;FOXA1;PRDM5;RORC;RORB;DUX4;HOXA13;NR3C2;FOXQ1;SALL2;SALL4;ZNF208;ZNF205;PITX1;NKX6-3;NKX6-2;ZNF98;ZNF99;POU3F1;FOXP2;POU3F3;NPAS4;PGR;ZNF676;DLX3;DLX6;GLIS3;FOXO6;BHLHE22;BHLHE23;HOXB13;GLIS1;SCRT2;SOHLH1;ZNF423;MSC;NKX6-1;TFAP2A;TFAP2C;HMGA2;ESRRG;POU2F3;RAX2;MLXIPL;NR4A1;MAFB;NR4A3;TLX2;TLX1;ZSCAN4;ZNF536;SP7;SP9;ZSCAN1;THRB;ONECUT2;ONECUT3;ONECUT1;SIX1;NR2E1;ZIC2;SIX4;SIX2;ZNF648;ZIC1;SIX3;UTY;NKX3-2;NKX3-1;KLF11;EMX2;POU1F1;KLF12;PROP1;FOXL2;ETV1;OLIG1;FOXL1;OLIG2;KLF14;KLF15;FOXD4L5;FOXD4L6;IRF6;FOXD4L3;FOXD4L4;RBPJL;HLF;CEBPD;LEF1;TBXT;ATOH7;ZNF626;ATOH8;TBX20;NOTO;ZNF502;HES1;SRY;HES2;HES5;ZNF860;IRX1;PRRX1;IRX6;FOXJ1;MEIS3;TBX4;TBX3;TBX18;TBX2;KLF1;TBX15;DPRX;BCL6B;TBX10;KLF9;ZNF853
GO_Molecular_Function_2021,,"3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)",6/21,0.230611558,0.715656119,0,0,1.600901352,2.34855518,PDE11A;PDE10A;PDE1C;PDE1B;PDE1A;PDE4C
GO_Molecular_Function_2021,,excitatory extracellular ligand-gated ion channel activity (GO:0005231),6/21,0.230611558,0.715656119,0,0,1.600901352,2.34855518,CHRNA1;P2RX6;CHRNB4;CHRNA2;CHRNA4;GRIK2
GO_Molecular_Function_2021,,fibroblast growth factor binding (GO:0017134),6/21,0.230611558,0.715656119,0,0,1.600901352,2.34855518,KL;ITGB3;GPC1;CXCL13;FGFR2;FGFR1
GO_Molecular_Function_2021,,neuropeptide binding (GO:0042923),6/21,0.230611558,0.715656119,0,0,1.600901352,2.34855518,MC4R;NPBWR2;OPRK1;SSTR1;MCHR1;SSTR4
GO_Molecular_Function_2021,,postsynaptic neurotransmitter receptor activity (GO:0098960),6/21,0.230611558,0.715656119,0,0,1.600901352,2.34855518,CHRNA1;CHRNB4;GRM5;CHRNA2;CHRNA4;DRD5
GO_Molecular_Function_2021,,acetylglucosaminyltransferase activity (GO:0008375),12/48,0.240295218,0.715656119,0,0,1.334336342,1.902612896,LFNG;EXTL1;B3GNT6;MGAT5B;A4GNT;MGAT3;B3GNT3;GCNT3;GCNT4;MGAT2;B3GALT5;LARGE1
GO_Molecular_Function_2021,,ephrin receptor activity (GO:0005003),5/17,0.241707892,0.715656119,0,0,1.667501043,2.367893738,EPHA7;EPHA10;EPHA8;EPHA2;EPHB3
GO_Molecular_Function_2021,,glutamate receptor binding (GO:0035254),5/17,0.241707892,0.715656119,0,0,1.667501043,2.367893738,IGSF11;HOMER1;SYNDIG1;SHANK2;SHANK1
GO_Molecular_Function_2021,,ionotropic glutamate receptor activity (GO:0004970),5/17,0.241707892,0.715656119,0,0,1.667501043,2.367893738,GRIK3;GRIK4;GRIK2;GRIA3;GRIN1
GO_Molecular_Function_2021,,sulfuric ester hydrolase activity (GO:0008484),5/17,0.241707892,0.715656119,0,0,1.667501043,2.367893738,ARSJ;ARSI;SULF1;SULF2;SGSH
GO_Molecular_Function_2021,,transmembrane-ephrin receptor activity (GO:0005005),5/17,0.241707892,0.715656119,0,0,1.667501043,2.367893738,EPHA7;EPHA10;EPHA8;EPHA2;EPHB3
GO_Molecular_Function_2021,,syntaxin binding (GO:0019905),15/62,0.246622645,0.715656119,0,0,1.277636883,1.788558587,UNC13B;SYT5;SNAP25;SYT3;SYT1;SYPL2;CPLX2;SYT9;CPLX1;SYT8;SYT6;SYNPR;SYT12;SNPH;SYT10
GO_Molecular_Function_2021,,exopeptidase activity (GO:0008238),13/53,0.250553359,0.715656119,0,0,1.300978179,1.800662266,DPP10;CPM;CPA2;ENPEP;MME;PRSS16;TRHDE;DPP4;ACE2;FOLH1;FAP;CPE;DPEP3
GO_Molecular_Function_2021,,basic amino acid transmembrane transporter activity (GO:0015174),4/13,0.252628849,0.715656119,0,0,1.778556334,2.446998042,SLC7A4;SLC7A7;SLC38A3;SLC7A2
GO_Molecular_Function_2021,,protein kinase A catalytic subunit binding (GO:0034236),4/13,0.252628849,0.715656119,0,0,1.778556334,2.446998042,RYR2;KCNQ1;PKIA;EZR
GO_Molecular_Function_2021,,titin binding (GO:0031432),4/13,0.252628849,0.715656119,0,0,1.778556334,2.446998042,CAMK2D;TRIM63;ACTN2;ANKRD1
GO_Molecular_Function_2021,,cis-regulatory region sequence-specific DNA binding (GO:0000987),239/1149,0.253124048,0.715656119,0,0,1.053761713,1.447737508,EHF;MYT1L;IKZF3;SOX21;SOX2;ZNF729;ZNF728;CREB3L3;ZNF727;SOX18;NKX1-2;ZNF723;TP63;PKNOX2;SOX5;HES6;EBF1;EBF2;HNF1B;BHLHA15;HNF1A;EBF4;OVOL1;OVOL3;AR;ISL2;ARGFX;HOXB9;RFX6;ZNF716;ZNF835;ZSCAN23;HOXB1;HOXB7;GATA6;GATA5;GATA1;ZNF704;ZSCAN10;NKX2-1;HOXC4;HOXC9;ZBTB7C;HOXC6;EGR1;EGR3;EGR4;FOXF2;BCL11B;FOXF1;POU6F2;NR2F2;ST18;SOX30;DMRTC1;DMRTC2;CPHXL;MKX;ZNF257;ZNF135;MESP2;FOXE3;FOXE1;TFCP2L1;HIF3A;GLI1;HOXC11;MEOX1;GLI2;MECOM;HEY1;ZNF280A;HNF4A;HEY2;TEAD1;ZNF366;VENTX;TEAD4;BATF2;FOXD1;ZSCAN5C;MSGN1;PAX5;HSFX3;PROX1;PAX2;NR5A2;TAL1;PAX9;ZNF239;PPARG;ZNF479;FOXC2;FOXC1;HSFY1;RELB;GSC;ZNF229;HDX;FOXB1;ARNT2;GSX1;DMRT1;CDX2;DMRT2;NR1H4;GRHL3;POU4F1;VAX2;GRHL2;POU4F3;GFI1B;NFIA;NFIB;ZNF215;ZNF578;ZNF214;ZNF334;NEUROG1;MIXL1;ZNF354C;FOXA2;FOXA1;PRDM5;RORC;RORB;DUX4;HOXA13;NR3C2;FOXQ1;SALL2;SALL4;ZNF208;ZNF205;PITX1;NKX6-3;NKX6-2;ZNF98;ZNF99;POU3F1;FOXP2;POU3F3;NPAS4;PGR;ZNF676;DLX3;DLX6;GLIS3;FOXO6;BHLHE22;BHLHE23;HOXB13;GLIS1;SCRT2;SOHLH1;ZNF423;MSC;NKX6-1;TFAP2A;TFAP2C;FOXN4;ESRRG;POU2F3;RAX2;MLXIPL;NR4A1;MAFB;NR4A3;TLX2;TLX1;ZSCAN4;ZNF536;SP7;SP9;ZSCAN1;THRB;ONECUT2;ONECUT3;ONECUT1;SIX1;NR2E1;ZIC2;SIX4;SIX2;ZNF648;ZIC1;SIX3;UTY;NKX3-2;NKX3-1;KLF11;EMX2;POU1F1;KLF12;PROP1;FOXL2;ETV1;OLIG1;FOXL1;OLIG2;KLF14;KLF15;FOXD4L5;FOXD4L6;IRF6;FOXD4L3;FOXD4L4;RBPJL;HLF;CEBPD;LEF1;TBXT;ATOH7;ZNF626;ATOH8;TBX20;NOTO;ZNF502;HES1;SRY;HES2;HES5;ZNF860;IRX1;PRRX1;IRX6;FOXJ1;MEIS3;TBX4;TBX3;TBX18;TBX2;KLF1;TBX15;DPRX;BCL6B;TBX10;KLF9;ZNF853
GO_Molecular_Function_2021,,non-membrane spanning protein tyrosine kinase activity (GO:0004715),9/35,0.254838874,0.715656119,0,0,1.385482721,1.8941264,BLK;ITK;ZAP70;PKDCC;SRMS;LCK;BMX;PTK2;FRK
GO_Molecular_Function_2021,,activin-activated receptor activity (GO:0017002),3/9,0.261775386,0.715656119,0,0,2.000750563,2.681542852,ACVRL1;ACVR1C;AMHR2
GO_Molecular_Function_2021,,alcohol dehydrogenase (NAD+) activity (GO:0004022),3/9,0.261775386,0.715656119,0,0,2.000750563,2.681542852,DHRS9;ADH1B;ADH1A
GO_Molecular_Function_2021,,ciliary neurotrophic factor receptor binding (GO:0005127),3/9,0.261775386,0.715656119,0,0,2.000750563,2.681542852,CLCF1;LIFR;CRLF2
GO_Molecular_Function_2021,,glucocorticoid receptor binding (GO:0035259),3/9,0.261775386,0.715656119,0,0,2.000750563,2.681542852,GRIP1;NR4A1;NR4A3
GO_Molecular_Function_2021,,interleukin-1 binding (GO:0019966),3/9,0.261775386,0.715656119,0,0,2.000750563,2.681542852,IL1R1;IL1R2;PXDN
GO_Molecular_Function_2021,,natural killer cell lectin-like receptor binding (GO:0046703),3/9,0.261775386,0.715656119,0,0,2.000750563,2.681542852,RAET1E;ULBP2;ULBP1
GO_Molecular_Function_2021,,oxalate transmembrane transporter activity (GO:0019531),3/9,0.261775386,0.715656119,0,0,2.000750563,2.681542852,SLC26A7;SLC26A9;SLC26A3
GO_Molecular_Function_2021,,potassium channel inhibitor activity (GO:0019870),3/9,0.261775386,0.715656119,0,0,2.000750563,2.681542852,WNK2;CAV1;WNK3
GO_Molecular_Function_2021,,retinoic acid 4-hydroxylase activity (GO:0008401),3/9,0.261775386,0.715656119,0,0,2.000750563,2.681542852,CYP2W1;CYP26B1;CYP2C18
GO_Molecular_Function_2021,,3-chloroallyl aldehyde dehydrogenase activity (GO:0004028),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,ALDH3B2;ALDH1A2
GO_Molecular_Function_2021,,"activin receptor activity, type I (GO:0016361)",2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,ACVRL1;ACVR1C
GO_Molecular_Function_2021,,acyl carnitine transmembrane transporter activity (GO:0015227),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,SLC25A48;SLC25A47
GO_Molecular_Function_2021,,anion:sodium symporter activity (GO:0015373),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,SLC12A3;SLC6A1
GO_Molecular_Function_2021,,bis(5'-adenosyl)-hexaphosphatase activity (GO:0034431),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,NUDT11;NUDT10
GO_Molecular_Function_2021,,bis(5'-adenosyl)-pentaphosphatase activity (GO:0034432),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,NUDT11;NUDT10
GO_Molecular_Function_2021,,C-X-C chemokine receptor activity (GO:0016494),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,CXCR1;CXCR4
GO_Molecular_Function_2021,,C-X3-C chemokine binding (GO:0019960),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,CX3CR1;ITGB3
GO_Molecular_Function_2021,,cadmium ion binding (GO:0046870),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,NOS3;MT3
GO_Molecular_Function_2021,,calcitonin family receptor activity (GO:0097642),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,RAMP2;CALCRL
GO_Molecular_Function_2021,,"calcium, potassium:sodium antiporter activity (GO:0008273)",2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,SLC24A2;SLC24A5
GO_Molecular_Function_2021,,CCR3 chemokine receptor binding (GO:0031728),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,CCL24;CCL26
GO_Molecular_Function_2021,,CCR5 chemokine receptor binding (GO:0031730),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,CCL4;CCL3
GO_Molecular_Function_2021,,diphosphoinositol-polyphosphate diphosphatase activity (GO:0008486),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,NUDT11;NUDT10
GO_Molecular_Function_2021,,dopamine neurotransmitter receptor activity (GO:0004952),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,DRD2;DRD5
GO_Molecular_Function_2021,,double-stranded RNA adenosine deaminase activity (GO:0003726),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,ADARB2;ADAD2
GO_Molecular_Function_2021,,endopolyphosphatase activity (GO:0000298),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,NUDT11;NUDT10
GO_Molecular_Function_2021,,epoxide hydrolase activity (GO:0004301),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,EPHX2;EPHX3
GO_Molecular_Function_2021,,ErbB-3 class receptor binding (GO:0043125),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,ERBB3;NRG1
GO_Molecular_Function_2021,,fibroblast growth factor-activated receptor activity (GO:0005007),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,FGFR2;FGFR1
GO_Molecular_Function_2021,,glial cell-derived neurotrophic factor receptor activity (GO:0016167),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,GFRA1;GFRA3
GO_Molecular_Function_2021,,glycerol channel activity (GO:0015254),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,AQP10;AQP9
GO_Molecular_Function_2021,,GPI-linked ephrin receptor activity (GO:0005004),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,EPHA7;EPHA8
GO_Molecular_Function_2021,,guanylate cyclase activator activity (GO:0030250),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,RCVRN;GUCA1A
GO_Molecular_Function_2021,,intronic transcription regulatory region sequence-specific DNA binding (GO:0001161),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,NKX2-1;GRHL2
GO_Molecular_Function_2021,,ketosteroid monooxygenase activity (GO:0047086),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,AKR1D1;AKR1C4
GO_Molecular_Function_2021,,L-lactate dehydrogenase activity (GO:0004459),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,LDHC;LDHAL6B
GO_Molecular_Function_2021,,nerve growth factor binding (GO:0048406),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,NTRK1;NGFR
GO_Molecular_Function_2021,,neuregulin binding (GO:0038132),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,ERBB3;ITGB3
GO_Molecular_Function_2021,,neuropeptide Y receptor activity (GO:0004983),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,NPY4R;NPY4R2
GO_Molecular_Function_2021,,opioid receptor binding (GO:0031628),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,PENK;PNOC
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen (GO:0016714)",2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,TPH2;AGMO
GO_Molecular_Function_2021,,peptidoglycan immune receptor activity (GO:0016019),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,PGLYRP4;CD14
GO_Molecular_Function_2021,,phosphatidylinositol trisphosphate phosphatase activity (GO:0034594),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,INPP5J;TPTE
GO_Molecular_Function_2021,,polyol transmembrane transporter activity (GO:0015166),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,AQP9;AQP1
GO_Molecular_Function_2021,,potassium channel activator activity (GO:0099104),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,LRRC26;LRRC38
GO_Molecular_Function_2021,,pyruvate transmembrane transporter activity (GO:0050833),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,MPC1L;SLC16A11
GO_Molecular_Function_2021,,solute:proton antiporter activity (GO:0015299),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,CLCN4;SLC11A1
GO_Molecular_Function_2021,,structural constituent of tooth enamel (GO:0030345),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,ENAM;STATH
GO_Molecular_Function_2021,,testosterone dehydrogenase [NAD(P)] activity (GO:0030283),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,DHRS9;HSD17B2
GO_Molecular_Function_2021,,voltage-gated sodium channel activity involved in cardiac muscle cell action potential (GO:0086006),2/5,0.262709208,0.715656119,0,0,2.667500417,3.565667896,SCN4B;SCN2B
GO_Molecular_Function_2021,,acetylcholine receptor activity (GO:0015464),6/22,0.267279985,0.72426529,0,0,1.500751127,1.980178885,CHRNA1;CHRM2;CHRM3;CHRNB4;CHRNA2;CHRNA4
GO_Molecular_Function_2021,,protein kinase A regulatory subunit binding (GO:0034237),6/22,0.267279985,0.72426529,0,0,1.500751127,1.980178885,RYR2;PRKACG;KCNQ1;AKAP6;EZR;WASF3
GO_Molecular_Function_2021,,glucuronosyltransferase activity (GO:0015020),8/31,0.269853141,0.72931362,0,0,1.392088525,1.823465285,EXTL1;UGT2B11;B3GAT1;UGT2B28;UGT2A3;UGT3A1;LARGE1;LARGE2
GO_Molecular_Function_2021,,phospholipase activity (GO:0004620),17/73,0.28205689,0.760295081,0,0,1.215200316,1.538014016,PLA2G2F;PLA2G4F;PLA2G2D;PLA2G4D;PLA2G4E;PLCL1;PLAAT2;PLCB4;LIPI;LIPH;LIPG;ASPG;ENPP2;PLBD1;CLC;SMPDL3A;FAM83B
GO_Molecular_Function_2021,,cadherin binding involved in cell-cell adhesion (GO:0098641),5/18,0.283588737,0.762423124,0,0,1.539135458,1.939664983,KRT18;TRIM29;PKP3;STXBP6;CNN3
GO_Molecular_Function_2021,,RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977),280/1359,0.292822804,0.785193263,0,0,1.040858222,1.278369179,EHF;MYT1L;IKZF3;SOX21;SOX2;ZNF729;ZNF728;CREB3L3;ZNF727;SOX18;NKX1-2;ZNF723;TP63;PKNOX2;SOX5;HES6;EBF1;ZNF705A;EBF2;HNF1B;BHLHA15;HNF1A;EBF4;OVOL1;OVOL3;AR;ARGFX;HOXB9;RFX6;ZNF716;ZNF835;ZSCAN23;HOXB1;HOXB8;HOXB7;ARX;GATA6;TWIST2;GATA5;PRDM14;TWIST1;GATA1;ZNF704;ZSCAN10;NKX2-1;ALX3;HOXC4;ALX1;HOXC9;HOXC8;ZBTB7C;HOXC6;EGR1;EGR3;EGR4;FOXF2;BCL11B;FOXF1;POU6F2;NR2F2;ST18;SOX30;ISX;DMRTC1;DMRTC2;CPHXL;MKX;ZNF257;ZBTB8B;ZNF135;BARHL1;MESP2;FOXE3;FOXE1;TCF24;TCF23;TFCP2L1;HIF3A;GLI1;HOXC11;MEOX1;GLI2;DMBX1;MECOM;HEY1;ZNF280A;HNF4A;HEY2;TEAD1;ZNF366;VENTX;TEAD4;BATF2;FOXD1;TCF15;ZSCAN5C;MSGN1;PAX5;HSFX3;PROX1;PAX2;NR5A2;TAL1;PAX9;ZNF239;PPARG;ZNF479;ASCL5;FOXC2;FOXC1;ASCL4;HSFY1;RELB;CUX2;GSC;ZNF229;HDX;PURG;FOXB1;ARNT2;GSX1;DMRT1;CDX2;DMRT2;NR1H4;GRHL3;POU4F1;VAX2;GRHL2;POU4F3;GFI1B;NFIA;NFIB;ZNF215;ZNF578;ZNF214;ZNF334;NEUROG1;MIXL1;ZNF354C;FOXA2;FOXA1;PRDM5;RORC;OTP;RORB;DUX4;HOXA13;NR3C2;FOXQ1;ZNF80;SALL2;SALL4;ZNF208;ZNF205;PITX1;ZFP37;NKX6-3;ZNF560;NKX6-2;MSX2;OSR1;ZNF98;ZNF99;POU3F1;FOXP2;POU3F3;NPAS4;PGR;ZNF556;LMX1B;ZNF676;DLX3;DLX6;GLIS3;FOXO6;BHLHE22;AEBP1;BHLHE23;HOXB13;MACROH2A2;GLIS1;SCRT2;ZFP57;SOHLH1;ZNF423;MSC;NKX6-1;TFAP2A;TFAP2C;ESRRG;POU2F3;PHOX2A;RAX2;MLXIPL;NR4A1;MAFB;NR4A3;LHX3;TLX2;LHX1;TLX1;ZSCAN4;LHX6;ZNF536;LHX5;SP7;SP9;LHX9;ZSCAN1;THRB;ONECUT2;ONECUT3;ONECUT1;SIX1;NR2E1;ZIC2;SIX4;SIX2;ZNF648;ZIC1;SIX3;UTY;NKX3-2;NKX3-1;KLF11;EMX2;POU1F1;KLF12;PROP1;PEG3;FOXL2;ETV1;OLIG1;FOXL1;OLIG2;KLF14;KLF15;ETV7;FOXD4L5;FOXD4L6;TFDP3;IRF6;FOXD4L3;FOXD4L4;RBPJL;HLF;CEBPD;LEF1;BARX1;BARX2;TBXT;ATOH7;ZNF626;ATOH8;TBX20;NOTO;ZNF502;HES1;SRY;HES2;HES5;ZNF860;DRGX;IRX1;PRRX1;IRX6;FOXJ1;MEIS3;TBX4;TBX3;TBX18;TBX2;KLF1;TBX15;DPRX;BCL6B;TBX10;KLF9;ZNF853
GO_Molecular_Function_2021,,amino acid binding (GO:0016597),8/32,0.30166018,0.794673826,0,0,1.334001336,1.598739406,GLRA1;GLRA2;DDAH1;NOS3;AGXT;THNSL2;ASS1;GRIN1
GO_Molecular_Function_2021,,chemoattractant activity (GO:0042056),8/32,0.30166018,0.794673826,0,0,1.334001336,1.598739406,BMP4;CXCL10;GDNF;CCL3;VEGFD;CX3CL1;CCL15;FGF10
GO_Molecular_Function_2021,,5'-nucleotidase activity (GO:0008253),4/14,0.30177487,0.794673826,0,0,1.600600601,1.917637966,NT5E;NT5DC4;NT5C1A;NT5C1B-RDH14
GO_Molecular_Function_2021,,arylsulfatase activity (GO:0004065),4/14,0.30177487,0.794673826,0,0,1.600600601,1.917637966,ARSJ;ARSI;SULF1;SULF2
GO_Molecular_Function_2021,,lipid phosphatase activity (GO:0042577),4/14,0.30177487,0.794673826,0,0,1.600600601,1.917637966,PLPP7;EPHX2;PLPP2;SGPP1
GO_Molecular_Function_2021,,metal ion:proton antiporter activity (GO:0051139),4/14,0.30177487,0.794673826,0,0,1.600600601,1.917637966,SLC9A2;SLC11A1;SLC9C1;SLC9C2
GO_Molecular_Function_2021,,phosphatidylglycerol binding (GO:1901611),4/14,0.30177487,0.794673826,0,0,1.600600601,1.917637966,MME;UCP1;PLEKHN1;RPE65
GO_Molecular_Function_2021,,cyclic-nucleotide phosphodiesterase activity (GO:0004112),6/23,0.305246396,0.797679512,0,0,1.412383281,1.67598481,PDE11A;PDE10A;PDE1C;PDE1B;PDE1A;PDE4C
GO_Molecular_Function_2021,,phosphatidylinositol phospholipase C activity (GO:0004435),6/23,0.305246396,0.797679512,0,0,1.412383281,1.67598481,CHRM3;EDNRA;PLCB4;PLCH1;PLCG1;CCR5
GO_Molecular_Function_2021,,triglyceride lipase activity (GO:0004806),6/23,0.305246396,0.797679512,0,0,1.412383281,1.67598481,LIPF;AADAC;LIPI;LIPH;LIPG;PNPLA5
GO_Molecular_Function_2021,,UDP-glycosyltransferase activity (GO:0008194),19/84,0.313611617,0.812981806,0,0,1.170038452,1.356776526,UGT2B11;UGT2B28;GXYLT2;B3GALT5;LFNG;EXTL1;B3GNT6;HAS1;A4GNT;B3GNT3;UGT2A3;GCNT3;B4GALNT1;CHSY3;GCNT4;UGT3A1;LARGE1;LARGE2;B4GALNT4
GO_Molecular_Function_2021,,ion channel inhibitor activity (GO:0008200),9/37,0.313979709,0.812981806,0,0,1.286358593,1.490152416,KCNV1;CAMK2D;AMBP;WNK2;KCNMB2;WNK3;PCSK9;TNNI3;CFTR
GO_Molecular_Function_2021,,cation:chloride symporter activity (GO:0015377),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,SLC12A3;SLC12A1;SLC6A1
GO_Molecular_Function_2021,,chloride channel inhibitor activity (GO:0019869),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,WNK2;WNK3;CFTR
GO_Molecular_Function_2021,,fatty acid synthase activity (GO:0004312),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,ELOVL4;ELOVL2;ELOVL3
GO_Molecular_Function_2021,,G protein-coupled purinergic nucleotide receptor activity (GO:0045028),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,P2RY12;GPR87;GPR171
GO_Molecular_Function_2021,,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides (GO:0016812)",3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,DPYS;DPYSL3;CRMP1
GO_Molecular_Function_2021,,interleukin-1 receptor binding (GO:0005149),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,IL36A;IL37;TLR5
GO_Molecular_Function_2021,,ionotropic glutamate receptor binding (GO:0035255),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,IGSF11;SHANK2;SHANK1
GO_Molecular_Function_2021,,lipase inhibitor activity (GO:0055102),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,APOC2;APOC1;ANXA5
GO_Molecular_Function_2021,,P-type proton-exporting transporter activity (GO:0008553),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,ATP4B;ATP4A;ATP2C2
GO_Molecular_Function_2021,,phosphate ion binding (GO:0042301),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,RPH3A;SLC34A2;G6PC1
GO_Molecular_Function_2021,,sequence-specific mRNA binding (GO:1990825),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,LIN28A;RBM24;LARP6
GO_Molecular_Function_2021,,store-operated calcium channel activity (GO:0015279),3/10,0.322184611,0.812981806,0,0,1.714821831,1.942259633,TRPC6;TRPC3;TRPC4
GO_Molecular_Function_2021,,NAD-retinol dehydrogenase activity (GO:0004745),5/19,0.326669955,0.81554061,0,0,1.429107813,1.598892867,DHRS9;ADH1B;ADH1A;SDR9C7;DHRS3
GO_Molecular_Function_2021,,calmodulin-dependent protein kinase activity (GO:0004683),6/24,0.344059906,0.81554061,0,0,1.333834084,1.423120259,MYLK2;CAMK2D;PNCK;CAMKV;CAMK4;CAMK1
GO_Molecular_Function_2021,,11-cis retinal binding (GO:0005502),2/6,0.344639362,0.81554061,0,0,2.00050025,2.131046368,CYP27C1;ABCA4
GO_Molecular_Function_2021,,acid phosphatase activity (GO:0003993),2/6,0.344639362,0.81554061,0,0,2.00050025,2.131046368,ACP4;ACP5
